EMPRESA,ORIGEM,DESTINO,ANO,MES,TARIFA_MEDIA,ASSENTOS,PASS_PAGOS,ROTA
AZU,RBR,NVT,2024,4,359.62,149,168,RBR-NVT
VBL,FLN,FOR,2022,12,224.89,190,109,FLN-FOR
GLO,MCZ,BSB,2024,11,226.25,157,116,MCZ-BSB
VBL,GYN,BEL,2022,7,220.45,160,85,GYN-BEL
TAM,MCZ,PVH,2022,10,635.83,103,73,MCZ-PVH
VBL,CGH,SDU,2022,10,289.54,164,81,CGH-SDU
AZU,GYN,PVH,2023,3,625.12,107,70,GYN-PVH
TAM,POA,SSA,2022,9,453.66,111,176,POA-SSA
TAM,NAT,RBR,2023,2,628.52,109,135,NAT-RBR
GLO,CGB,AJU,2024,11,180.52,166,58,CGB-AJU
GLO,FOR,SSA,2022,8,746.81,196,95,FOR-SSA
AZU,POA,RBR,2024,2,264.18,123,173,POA-RBR
TAM,CGH,PVH,2022,6,906.79,158,97,CGH-PVH
TAM,NVT,BEL,2023,12,1064.6,136,144,NVT-BEL
GLO,VCP,NAT,2022,3,405.97,156,173,VCP-NAT
GLO,FOR,SDU,2023,8,392.8,128,103,FOR-SDU
PAM,SSA,MCP,2023,11,431.48,157,136,SSA-MCP
AZU,MCP,CWB,2023,9,398.13,142,188,MCP-CWB
GLO,CGB,MCP,2022,8,146.05,165,77,CGB-MCP
TAM,NVT,GYN,2022,10,292.47,124,189,NVT-GYN
TAM,JPA,AJU,2022,3,422.15,106,148,JPA-AJU
GLO,CGH,MAO,2022,8,176.52,196,121,CGH-MAO
TAM,FOR,MCZ,2024,12,1355.27,192,156,FOR-MCZ
AZU,BVB,SSA,2023,11,457.09,172,136,BVB-SSA
GLO,CGH,AJU,2023,10,1287.54,197,154,CGH-AJU
GLO,POA,SDU,2022,7,801.44,123,143,POA-SDU
TAM,MCP,MAO,2024,12,1204.19,185,53,MCP-MAO
GLO,MAO,CGB,2024,8,329.32,130,70,MAO-CGB
TAM,MCZ,BVB,2022,5,360.86,107,102,MCZ-BVB
TAM,PVH,GYN,2023,4,390.53,129,182,PVH-GYN
AZU,BEL,BVB,2022,8,434.87,163,186,BEL-BVB
GLO,SLZ,THE,2022,4,929.01,192,52,SLZ-THE
AZU,PVH,BVB,2022,2,404.04,165,64,PVH-BVB
GLO,CNF,REC,2024,10,444.37,103,96,CNF-REC
GLO,GRU,CGH,2024,12,422.81,190,115,GRU-CGH
VBL,BEL,MAO,2023,8,412.22,177,71,BEL-MAO
AZU,BVB,MCZ,2023,4,337.95,169,98,BVB-MCZ
GLO,CGH,CGR,2024,8,793.03,166,70,CGH-CGR
GLO,MAO,THE,2024,10,414.74,132,69,MAO-THE
TAM,VCP,CGB,2022,2,499.42,104,104,VCP-CGB
AZU,CGR,RBR,2024,9,1036.21,162,152,CGR-RBR
AZU,SSA,GYN,2024,2,507.24,140,73,SSA-GYN
TAM,FLN,MCP,2023,12,410.88,115,81,FLN-MCP
TAM,BSB,GYN,2023,6,173.34,138,174,BSB-GYN
AZU,PVH,JPA,2023,12,896.67,106,138,PVH-JPA
AZU,SSA,GRU,2022,9,1009.29,141,155,SSA-GRU
AZU,CGH,CGH,2022,4,466.7,120,162,CGH-CGH
GLO,CGH,RBR,2022,1,461.09,121,158,CGH-RBR
TAM,THE,GIG,2022,1,723.28,174,115,THE-GIG
AZU,MAO,RBR,2024,2,541.2,101,166,MAO-RBR
GLO,SLZ,POA,2022,3,1481.81,115,116,SLZ-POA
AZU,BEL,PVH,2023,4,1236.88,130,63,BEL-PVH
GLO,CGH,BEL,2023,4,386.28,170,125,CGH-BEL
GLO,CGR,MCZ,2024,9,361.8,183,83,CGR-MCZ
GLO,SSA,RBR,2023,10,627.53,176,118,SSA-RBR
AZU,MCZ,CWB,2023,4,415.2,138,187,MCZ-CWB
AZU,BVB,MAO,2023,1,543.95,135,59,BVB-MAO
GLO,POA,FOR,2022,8,676.02,182,124,POA-FOR
AZU,SSA,SSA,2023,1,1153.41,106,72,SSA-SSA
AZU,THE,MAO,2023,5,797.53,113,66,THE-MAO
AZU,SDU,MAO,2023,4,244.51,142,125,SDU-MAO
GLO,CGH,REC,2024,5,1128.23,152,166,CGH-REC
AZU,GRU,CWB,2024,2,660.57,102,126,GRU-CWB
AZU,MCP,BSB,2024,10,568.79,175,70,MCP-BSB
TAM,GYN,MCZ,2024,11,765.19,197,100,GYN-MCZ
TAM,MCZ,POA,2023,3,369.27,128,53,MCZ-POA
TAM,NAT,CNF,2024,5,654.48,167,50,NAT-CNF
AZU,BEL,RBR,2023,8,424.62,174,62,BEL-RBR
AZU,SSA,BSB,2024,10,381.2,102,157,SSA-BSB
VBL,MCP,MAO,2024,10,466.69,104,56,MCP-MAO
TAM,GRU,RBR,2022,9,474.23,193,125,GRU-RBR
GLO,SSA,MCZ,2023,9,532.13,172,133,SSA-MCZ
TAM,BSB,SSA,2022,7,975.22,120,141,BSB-SSA
TAM,POA,FOR,2023,12,505.36,101,60,POA-FOR
GLO,CNF,BEL,2024,10,955.36,196,132,CNF-BEL
TAM,POA,THE,2022,11,922.88,172,167,POA-THE
AZU,JPA,MCZ,2024,2,457.52,147,114,JPA-MCZ
TAM,CGH,CNF,2024,3,1477.8,105,160,CGH-CNF
AZU,PVH,SDU,2024,6,528.07,165,93,PVH-SDU
TAM,GRU,VCP,2024,2,505.82,144,60,GRU-VCP
TAM,THE,CNF,2023,11,455.54,184,172,THE-CNF
AZU,FOR,CGR,2022,12,233.55,126,151,FOR-CGR
GLO,BVB,MAO,2023,12,293.46,198,89,BVB-MAO
TAM,CNF,CNF,2022,6,985.17,161,123,CNF-CNF
GLO,FLN,SSA,2023,6,769.06,166,158,FLN-SSA
AZU,MCZ,MCZ,2023,4,283.79,133,125,MCZ-MCZ
GLO,CNF,RBR,2022,8,106.73,165,124,CNF-RBR
GLO,BEL,RBR,2024,12,428.24,112,55,BEL-RBR
VBL,JPA,BVB,2023,8,190.34,138,113,JPA-BVB
GLO,SLZ,FOR,2024,2,629.28,117,164,SLZ-FOR
AZU,BEL,SLZ,2023,6,245.08,110,64,BEL-SLZ
GLO,AJU,RBR,2023,9,279.2,103,151,AJU-RBR
GLO,NVT,BVB,2024,11,411.87,134,162,NVT-BVB
AZU,SDU,FOR,2022,3,790.81,161,146,SDU-FOR
PAM,GRU,BEL,2024,5,249.2,154,172,GRU-BEL
GLO,FLN,PMW,2022,7,456.11,190,139,FLN-PMW
VBL,VCP,POA,2022,6,377.5,185,164,VCP-POA
GLO,THE,POA,2023,5,606.84,162,141,THE-POA
GLO,FOR,MCP,2024,3,648.53,100,127,FOR-MCP
AZU,BSB,CNF,2022,3,927.49,156,184,BSB-CNF
TAM,GRU,THE,2022,11,324.66,114,177,GRU-THE
GLO,CGH,BSB,2024,3,913.77,124,169,CGH-BSB
GLO,NVT,VCP,2023,7,370.96,129,80,NVT-VCP
AZU,CGR,BVB,2023,12,573.19,160,53,CGR-BVB
GLO,CWB,VCP,2024,3,917.97,182,61,CWB-VCP
AZU,FLN,RBR,2024,5,229.03,127,177,FLN-RBR
GLO,PVH,PMW,2023,5,612.13,123,63,PVH-PMW
GLO,MAO,BVB,2022,1,446.43,116,77,MAO-BVB
AZU,FOR,CGR,2023,8,167.91,159,66,FOR-CGR
GLO,SDU,GYN,2022,11,413.79,155,56,SDU-GYN
TAM,AJU,BSB,2022,10,342.19,157,146,AJU-BSB
GLO,GYN,FOR,2023,4,246.18,106,149,GYN-FOR
AZU,FOR,FLN,2023,4,634.09,167,75,FOR-FLN
AZU,FOR,MCP,2022,4,356.46,109,129,FOR-MCP
GLO,BSB,RBR,2023,6,825.13,175,79,BSB-RBR
VBL,SLZ,BSB,2024,8,621.11,105,151,SLZ-BSB
GLO,GIG,POA,2024,10,719.82,134,176,GIG-POA
PAM,RBR,VCP,2024,3,400.05,117,139,RBR-VCP
GLO,JPA,FLN,2024,3,700.63,127,141,JPA-FLN
GLO,CNF,GYN,2022,12,326.01,154,117,CNF-GYN
GLO,BSB,SLZ,2024,5,282.42,199,115,BSB-SLZ
TAM,NVT,MCP,2024,10,554.43,181,164,NVT-MCP
AZU,CGR,BEL,2023,4,367.48,151,136,CGR-BEL
GLO,VCP,SSA,2024,1,465.18,118,80,VCP-SSA
GLO,FOR,NAT,2023,3,1042.49,117,182,FOR-NAT
AZU,BVB,CGB,2022,2,685.83,162,100,BVB-CGB
VBL,PVH,CGH,2022,10,404.4,139,152,PVH-CGH
GLO,PMW,CGR,2022,2,718.43,148,57,PMW-CGR
AZU,GRU,FLN,2022,11,1828.94,194,160,GRU-FLN
TAM,PVH,BVB,2023,12,422.07,181,73,PVH-BVB
GLO,CGH,BVB,2022,1,153.06,175,56,CGH-BVB
TAM,SSA,CGH,2024,6,643.76,177,141,SSA-CGH
VBL,FLN,VCP,2023,4,201.37,184,174,FLN-VCP
TAM,GYN,POA,2024,8,464.28,160,63,GYN-POA
GLO,VCP,CGB,2023,12,826.05,178,137,VCP-CGB
VBL,GRU,NVT,2024,11,472.72,130,158,GRU-NVT
TAM,FOR,GYN,2024,3,353.0,147,184,FOR-GYN
TAM,GRU,SDU,2023,4,1091.14,148,146,GRU-SDU
AZU,MCP,GYN,2023,9,367.95,139,50,MCP-GYN
GLO,GYN,MAO,2022,11,133.88,159,67,GYN-MAO
PAM,SLZ,CWB,2023,11,421.82,199,80,SLZ-CWB
TAM,NAT,SDU,2023,12,445.77,166,163,NAT-SDU
GLO,VCP,FOR,2023,2,324.31,164,125,VCP-FOR
AZU,SDU,MCP,2022,12,946.52,185,68,SDU-MCP
VBL,BEL,VCP,2022,8,775.27,170,78,BEL-VCP
VBL,GRU,CGB,2024,8,1435.06,143,73,GRU-CGB
GLO,NAT,PMW,2023,5,388.37,144,167,NAT-PMW
GLO,FOR,CNF,2022,8,337.43,157,170,FOR-CNF
AZU,NVT,CGH,2022,9,1388.41,132,115,NVT-CGH
GLO,CWB,AJU,2024,10,449.92,163,125,CWB-AJU
GLO,NAT,BVB,2024,1,308.58,169,52,NAT-BVB
GLO,BSB,SSA,2023,8,306.29,187,164,BSB-SSA
AZU,FLN,GRU,2024,5,345.43,183,112,FLN-GRU
VBL,REC,MCP,2023,6,337.17,119,135,REC-MCP
PAM,BEL,REC,2023,2,225.0,194,55,BEL-REC
AZU,MCZ,PVH,2023,2,251.03,172,178,MCZ-PVH
GLO,BEL,CGR,2022,6,692.01,113,129,BEL-CGR
GLO,GIG,GIG,2022,10,355.63,101,95,GIG-GIG
AZU,AJU,CGB,2023,1,784.91,155,75,AJU-CGB
TAM,CWB,NAT,2024,6,321.2,193,111,CWB-NAT
VBL,SSA,GIG,2022,10,1144.15,172,85,SSA-GIG
GLO,CWB,VCP,2023,10,757.78,182,130,CWB-VCP
GLO,BSB,CWB,2023,11,989.66,124,60,BSB-CWB
AZU,NVT,THE,2024,5,852.91,192,182,NVT-THE
GLO,CWB,MCP,2024,3,1036.8,157,56,CWB-MCP
AZU,REC,MCZ,2022,10,471.22,148,129,REC-MCZ
TAM,POA,CGH,2022,1,357.32,190,133,POA-CGH
AZU,SDU,POA,2023,10,458.04,175,56,SDU-POA
TAM,BSB,MCP,2024,9,184.87,171,148,BSB-MCP
TAM,BSB,THE,2023,2,1013.82,109,69,BSB-THE
TAM,FOR,BEL,2024,9,338.17,141,183,FOR-BEL
TAM,MCP,CWB,2022,11,247.84,172,61,MCP-CWB
AZU,FLN,VCP,2024,7,662.95,134,72,FLN-VCP
PAM,REC,GRU,2024,4,404.04,148,76,REC-GRU
TAM,MCP,CGH,2024,5,332.93,187,118,MCP-CGH
AZU,MCZ,PVH,2024,9,528.29,111,66,MCZ-PVH
TAM,RBR,RBR,2023,12,548.02,186,50,RBR-RBR
TAM,MCP,SLZ,2023,2,109.66,177,87,MCP-SLZ
PAM,REC,PVH,2024,12,195.69,186,143,REC-PVH
AZU,CWB,MAO,2024,10,186.72,177,118,CWB-MAO
AZU,MCP,GRU,2024,3,973.61,137,158,MCP-GRU
GLO,CGR,CGR,2023,7,727.98,156,138,CGR-CGR
AZU,FLN,BVB,2023,9,569.35,180,100,FLN-BVB
TAM,CGH,GIG,2023,9,1117.2,111,65,CGH-GIG
AZU,NAT,GYN,2023,11,512.4,118,128,NAT-GYN
GLO,CWB,CNF,2022,11,544.51,113,74,CWB-CNF
AZU,FLN,RBR,2024,11,377.99,174,156,FLN-RBR
GLO,CGH,BVB,2024,7,483.26,170,137,CGH-BVB
AZU,MCZ,THE,2023,10,473.83,123,188,MCZ-THE
AZU,GYN,BEL,2023,9,1058.83,177,99,GYN-BEL
VBL,NAT,BSB,2022,2,587.35,131,125,NAT-BSB
TAM,CGB,PMW,2022,10,441.9,122,133,CGB-PMW
GLO,GRU,RBR,2024,2,288.96,160,118,GRU-RBR
GLO,MCP,THE,2023,12,1461.99,107,58,MCP-THE
TAM,GRU,REC,2024,7,669.99,167,108,GRU-REC
AZU,CWB,PVH,2023,12,334.06,160,99,CWB-PVH
GLO,NVT,FLN,2024,8,273.78,153,82,NVT-FLN
VBL,BSB,RBR,2023,9,1078.53,103,156,BSB-RBR
GLO,PMW,CGB,2024,4,614.53,121,135,PMW-CGB
TAM,CWB,SSA,2024,10,328.03,119,64,CWB-SSA
AZU,CWB,JPA,2022,6,791.98,169,133,CWB-JPA
AZU,POA,GYN,2023,1,808.5,119,65,POA-GYN
TAM,CGH,FLN,2022,9,311.77,199,152,CGH-FLN
AZU,RBR,SDU,2023,8,396.93,160,98,RBR-SDU
TAM,CNF,MAO,2024,4,566.32,132,180,CNF-MAO
AZU,REC,VCP,2023,2,494.63,173,132,REC-VCP
GLO,FLN,VCP,2022,4,316.51,137,187,FLN-VCP
AZU,GRU,POA,2023,2,266.22,113,111,GRU-POA
TAM,PVH,BVB,2022,7,800.09,101,148,PVH-BVB
GLO,AJU,REC,2024,12,265.98,187,148,AJU-REC
GLO,MAO,CGR,2023,4,379.77,195,96,MAO-CGR
AZU,CGB,MCZ,2022,3,912.37,130,137,CGB-MCZ
GLO,THE,GRU,2022,4,1373.62,185,154,THE-GRU
GLO,PVH,CGH,2024,7,364.23,109,181,PVH-CGH
TAM,SSA,CGB,2022,9,374.68,133,168,SSA-CGB
PAM,CWB,JPA,2024,3,283.69,160,84,CWB-JPA
AZU,CNF,MAO,2022,9,494.82,158,187,CNF-MAO
TAM,CGR,VCP,2023,12,169.89,191,72,CGR-VCP
GLO,GRU,CGR,2023,2,179.22,146,143,GRU-CGR
AZU,CGH,SDU,2022,10,674.81,191,64,CGH-SDU
GLO,BSB,CNF,2023,10,187.82,169,136,BSB-CNF
GLO,VCP,VCP,2022,11,1002.81,151,83,VCP-VCP
TAM,AJU,POA,2024,3,407.77,100,139,AJU-POA
TAM,CGB,CGH,2022,6,322.61,138,96,CGB-CGH
VBL,BSB,CNF,2024,3,1180.91,146,81,BSB-CNF
TAM,BVB,BEL,2023,9,616.5,161,58,BVB-BEL
TAM,CNF,MAO,2023,6,687.67,116,92,CNF-MAO
TAM,CGH,NAT,2024,11,453.96,191,179,CGH-NAT
TAM,GRU,RBR,2022,6,813.16,194,70,GRU-RBR
GLO,MAO,PVH,2023,8,674.59,106,84,MAO-PVH
AZU,FOR,PVH,2022,11,306.41,199,183,FOR-PVH
TAM,JPA,GRU,2023,8,579.05,104,162,JPA-GRU
AZU,POA,SDU,2022,6,462.93,155,105,POA-SDU
GLO,FLN,MCP,2022,7,390.14,172,189,FLN-MCP
GLO,GYN,PMW,2022,12,676.62,185,50,GYN-PMW
VBL,MAO,CWB,2024,2,685.95,135,100,MAO-CWB
VBL,MCP,BEL,2022,8,601.78,124,164,MCP-BEL
AZU,BSB,PVH,2022,5,242.78,172,132,BSB-PVH
AZU,GRU,NAT,2022,2,503.72,109,183,GRU-NAT
GLO,GRU,GYN,2022,2,642.99,189,102,GRU-GYN
GLO,CGB,BEL,2023,10,280.5,137,79,CGB-BEL
TAM,GRU,POA,2024,4,1089.52,124,161,GRU-POA
VBL,CGB,NVT,2023,10,597.96,141,98,CGB-NVT
TAM,MAO,FOR,2023,4,1059.65,187,153,MAO-FOR
TAM,FLN,CGH,2024,12,297.94,102,105,FLN-CGH
AZU,REC,MAO,2022,7,598.9,174,113,REC-MAO
AZU,SLZ,PMW,2024,3,296.56,143,145,SLZ-PMW
GLO,MCZ,CGH,2022,2,498.45,170,137,MCZ-CGH
TAM,FLN,CWB,2022,1,1087.28,160,136,FLN-CWB
TAM,MCZ,MCP,2022,9,519.98,189,55,MCZ-MCP
AZU,MAO,RBR,2023,1,226.4,135,166,MAO-RBR
AZU,REC,RBR,2023,12,176.99,113,124,REC-RBR
GLO,MCP,GIG,2024,1,433.14,192,130,MCP-GIG
VBL,POA,REC,2024,9,523.28,120,132,POA-REC
AZU,SSA,CNF,2023,8,673.73,124,140,SSA-CNF
TAM,FOR,MAO,2023,12,660.02,122,86,FOR-MAO
AZU,FOR,MCZ,2022,3,484.14,157,92,FOR-MCZ
TAM,GRU,CGR,2022,12,474.33,104,162,GRU-CGR
AZU,NAT,SSA,2022,11,316.55,199,92,NAT-SSA
TAM,CNF,BVB,2023,12,281.82,142,137,CNF-BVB
GLO,BEL,GRU,2022,5,734.59,164,151,BEL-GRU
VBL,MCZ,CGR,2024,5,479.77,152,84,MCZ-CGR
AZU,SLZ,CGH,2024,3,264.78,192,93,SLZ-CGH
GLO,MCP,SLZ,2024,11,512.67,175,181,MCP-SLZ
AZU,GRU,GYN,2024,8,754.82,192,86,GRU-GYN
GLO,BSB,PMW,2024,12,333.53,124,119,BSB-PMW
AZU,THE,BEL,2024,8,564.81,147,154,THE-BEL
GLO,BVB,GRU,2024,7,277.82,119,65,BVB-GRU
TAM,MAO,CWB,2022,5,262.71,172,104,MAO-CWB
TAM,GIG,MAO,2022,7,583.44,141,123,GIG-MAO
TAM,VCP,PVH,2023,4,311.53,127,111,VCP-PVH
AZU,CGB,MCZ,2023,7,347.7,101,165,CGB-MCZ
TAM,GRU,THE,2022,3,366.12,191,182,GRU-THE
TAM,SLZ,CGH,2022,10,760.97,112,101,SLZ-CGH
TAM,CGB,FLN,2023,5,785.74,123,150,CGB-FLN
VBL,FOR,JPA,2023,9,278.87,127,186,FOR-JPA
GLO,GIG,SLZ,2023,2,569.54,119,72,GIG-SLZ
GLO,SSA,SDU,2022,4,275.69,187,160,SSA-SDU
AZU,SSA,PVH,2023,9,415.39,152,70,SSA-PVH
TAM,SSA,GIG,2023,4,615.02,189,79,SSA-GIG
TAM,CGR,GIG,2024,4,630.59,151,83,CGR-GIG
GLO,CGH,RBR,2023,7,251.38,185,81,CGH-RBR
TAM,MCZ,GIG,2023,11,322.2,132,58,MCZ-GIG
GLO,THE,BVB,2022,11,247.62,130,123,THE-BVB
TAM,REC,MCP,2024,10,628.87,138,177,REC-MCP
GLO,MCZ,CWB,2024,10,491.89,157,62,MCZ-CWB
TAM,CGB,CGB,2024,8,514.72,118,117,CGB-CGB
AZU,CNF,CNF,2023,3,708.6,179,103,CNF-CNF
GLO,POA,MCP,2023,7,363.66,153,128,POA-MCP
AZU,JPA,VCP,2023,8,579.61,123,159,JPA-VCP
VBL,GRU,NAT,2024,9,378.34,118,121,GRU-NAT
GLO,GYN,PMW,2023,2,160.41,147,99,GYN-PMW
GLO,FLN,VCP,2024,9,677.12,110,180,FLN-VCP
TAM,RBR,BSB,2022,5,676.57,116,175,RBR-BSB
TAM,THE,RBR,2024,11,407.5,140,187,THE-RBR
TAM,BEL,THE,2022,2,886.11,112,88,BEL-THE
AZU,CNF,BVB,2022,8,260.07,162,87,CNF-BVB
GLO,PMW,NAT,2022,5,454.3,155,158,PMW-NAT
TAM,FLN,AJU,2023,5,144.26,147,152,FLN-AJU
TAM,CGB,BSB,2023,3,357.06,186,61,CGB-BSB
AZU,BSB,BVB,2024,5,373.61,188,112,BSB-BVB
TAM,NAT,CGH,2023,8,538.85,191,103,NAT-CGH
AZU,GIG,GRU,2024,8,431.35,188,94,GIG-GRU
GLO,CGR,THE,2023,9,981.45,154,131,CGR-THE
TAM,GYN,GIG,2023,2,461.87,150,144,GYN-GIG
GLO,MCZ,CGH,2023,11,551.15,130,123,MCZ-CGH
GLO,REC,BVB,2024,2,670.17,103,154,REC-BVB
GLO,NVT,SLZ,2023,8,523.05,102,65,NVT-SLZ
VBL,VCP,RBR,2022,3,517.36,102,77,VCP-RBR
GLO,CNF,VCP,2024,11,662.8,107,182,CNF-VCP
AZU,BVB,BSB,2023,3,167.88,138,172,BVB-BSB
AZU,SSA,THE,2022,2,322.48,122,185,SSA-THE
TAM,PVH,AJU,2024,1,544.21,131,85,PVH-AJU
GLO,GIG,FOR,2022,2,1042.48,124,173,GIG-FOR
GLO,SLZ,CNF,2023,3,562.41,173,119,SLZ-CNF
TAM,NAT,POA,2023,4,852.96,182,78,NAT-POA
GLO,THE,BEL,2023,3,127.16,165,79,THE-BEL
AZU,POA,MCP,2024,6,1055.94,178,126,POA-MCP
GLO,SSA,PMW,2023,12,504.68,153,142,SSA-PMW
AZU,NVT,MAO,2023,10,232.47,144,131,NVT-MAO
TAM,BSB,FOR,2023,4,440.41,196,91,BSB-FOR
GLO,REC,CGH,2023,12,448.79,132,165,REC-CGH
AZU,GYN,MCZ,2023,8,783.21,121,132,GYN-MCZ
AZU,MAO,CGH,2023,10,419.77,188,113,MAO-CGH
AZU,MAO,PMW,2024,4,622.03,100,68,MAO-PMW
AZU,SLZ,PMW,2023,8,231.67,106,168,SLZ-PMW
AZU,FOR,CGR,2024,11,576.55,190,51,FOR-CGR
AZU,CWB,CGR,2024,9,605.63,196,59,CWB-CGR
VBL,NVT,CWB,2024,11,250.64,101,55,NVT-CWB
AZU,SDU,SDU,2024,10,553.24,154,57,SDU-SDU
GLO,CWB,MCZ,2024,7,201.43,117,113,CWB-MCZ
VBL,SSA,FLN,2024,9,433.44,131,91,SSA-FLN
AZU,REC,PMW,2023,3,574.95,168,119,REC-PMW
AZU,VCP,CNF,2023,6,764.76,111,54,VCP-CNF
AZU,MAO,POA,2024,3,323.32,170,83,MAO-POA
TAM,AJU,JPA,2024,8,1208.23,193,69,AJU-JPA
GLO,THE,FLN,2024,8,805.4,184,130,THE-FLN
TAM,GIG,CGH,2022,5,308.19,155,80,GIG-CGH
VBL,CGR,BEL,2022,6,599.0,146,126,CGR-BEL
AZU,FOR,MCP,2022,3,483.08,115,140,FOR-MCP
GLO,NVT,BSB,2022,9,1049.68,126,119,NVT-BSB
AZU,VCP,SSA,2022,4,733.39,198,149,VCP-SSA
GLO,THE,JPA,2022,3,567.56,179,123,THE-JPA
PAM,MCZ,MAO,2024,2,230.27,131,129,MCZ-MAO
AZU,PMW,RBR,2024,9,550.82,114,105,PMW-RBR
AZU,CWB,REC,2024,4,245.61,149,65,CWB-REC
GLO,VCP,JPA,2022,7,313.01,178,130,VCP-JPA
GLO,SSA,GIG,2023,11,89.42,124,123,SSA-GIG
GLO,GYN,CWB,2023,9,215.05,188,80,GYN-CWB
GLO,CWB,VCP,2024,5,343.49,113,147,CWB-VCP
GLO,CGH,PVH,2023,11,340.24,178,186,CGH-PVH
GLO,AJU,FLN,2023,3,475.19,198,94,AJU-FLN
TAM,MAO,POA,2024,1,230.29,183,86,MAO-POA
TAM,VCP,SDU,2024,11,226.37,176,153,VCP-SDU
AZU,POA,MAO,2022,9,299.72,160,69,POA-MAO
GLO,NVT,CGB,2023,5,713.55,102,139,NVT-CGB
GLO,GRU,RBR,2024,11,235.18,185,91,GRU-RBR
GLO,BEL,MCZ,2024,10,373.94,171,70,BEL-MCZ
GLO,FOR,BVB,2023,11,541.28,141,120,FOR-BVB
GLO,VCP,CGH,2024,11,753.49,171,184,VCP-CGH
TAM,NVT,NVT,2023,9,859.54,179,73,NVT-NVT
AZU,CGR,BVB,2023,4,555.07,196,83,CGR-BVB
GLO,RBR,CWB,2022,7,854.27,195,163,RBR-CWB
AZU,BVB,PMW,2024,1,908.89,142,189,BVB-PMW
AZU,CWB,NVT,2023,9,329.54,134,84,CWB-NVT
GLO,NVT,MCZ,2023,4,499.13,110,188,NVT-MCZ
AZU,PVH,SLZ,2023,1,550.93,115,147,PVH-SLZ
AZU,SSA,PVH,2023,1,741.26,135,172,SSA-PVH
GLO,GRU,PMW,2024,2,927.46,129,89,GRU-PMW
VBL,GIG,GIG,2024,6,473.7,139,151,GIG-GIG
AZU,SLZ,SLZ,2022,7,603.94,141,148,SLZ-SLZ
GLO,GYN,AJU,2024,10,304.75,103,152,GYN-AJU
TAM,GIG,SLZ,2024,9,271.59,156,156,GIG-SLZ
GLO,VCP,MCZ,2024,12,695.28,185,140,VCP-MCZ
AZU,GRU,CGH,2022,7,160.14,134,70,GRU-CGH
TAM,GIG,CGB,2022,1,1000.75,168,159,GIG-CGB
GLO,RBR,AJU,2023,7,765.28,192,183,RBR-AJU
TAM,MCP,SLZ,2024,1,504.62,170,81,MCP-SLZ
GLO,MCZ,BEL,2023,1,538.57,123,85,MCZ-BEL
TAM,CGR,SLZ,2024,3,281.38,176,140,CGR-SLZ
AZU,VCP,REC,2024,4,176.95,179,113,VCP-REC
TAM,MAO,FOR,2022,8,739.7,183,111,MAO-FOR
TAM,FLN,CNF,2023,2,353.07,144,183,FLN-CNF
GLO,SLZ,MCP,2024,8,420.41,110,96,SLZ-MCP
TAM,PMW,THE,2023,9,338.17,115,59,PMW-THE
AZU,MCZ,GYN,2023,5,790.46,173,80,MCZ-GYN
GLO,GRU,VCP,2024,12,592.77,144,99,GRU-VCP
TAM,CGR,RBR,2022,8,310.36,188,146,CGR-RBR
GLO,GIG,GYN,2024,4,1903.99,185,135,GIG-GYN
TAM,NVT,CWB,2022,8,451.75,120,86,NVT-CWB
GLO,GYN,REC,2023,8,521.42,170,158,GYN-REC
VBL,AJU,BSB,2023,1,335.81,178,139,AJU-BSB
VBL,REC,BVB,2023,2,274.59,131,104,REC-BVB
TAM,GYN,BSB,2023,5,478.48,197,83,GYN-BSB
AZU,NAT,JPA,2024,11,741.3,175,89,NAT-JPA
GLO,CGH,CGH,2022,7,1010.62,175,51,CGH-CGH
AZU,SSA,BVB,2022,1,677.79,149,96,SSA-BVB
TAM,CWB,VCP,2023,7,743.0,106,96,CWB-VCP
TAM,JPA,GIG,2022,9,399.34,119,139,JPA-GIG
TAM,FOR,CWB,2024,9,408.09,185,184,FOR-CWB
GLO,RBR,PMW,2023,4,434.92,189,171,RBR-PMW
AZU,CWB,RBR,2023,3,750.51,149,146,CWB-RBR
TAM,RBR,PMW,2023,6,1261.11,173,57,RBR-PMW
GLO,SDU,CGR,2024,3,353.76,107,89,SDU-CGR
TAM,CGB,BVB,2024,1,433.4,177,57,CGB-BVB
AZU,SDU,FOR,2024,2,418.43,184,116,SDU-FOR
GLO,CGR,SLZ,2024,10,840.48,102,157,CGR-SLZ
TAM,GRU,SDU,2022,11,460.26,197,138,GRU-SDU
VBL,POA,GYN,2024,9,795.76,194,173,POA-GYN
GLO,CWB,CGR,2022,9,856.73,129,182,CWB-CGR
GLO,VCP,PMW,2023,5,1659.92,160,108,VCP-PMW
TAM,SDU,BSB,2023,11,324.68,109,93,SDU-BSB
AZU,POA,NAT,2023,3,221.09,174,152,POA-NAT
AZU,REC,GRU,2023,8,663.94,100,57,REC-GRU
VBL,FOR,THE,2022,1,232.91,192,144,FOR-THE
TAM,FOR,SLZ,2022,10,318.15,115,164,FOR-SLZ
TAM,VCP,THE,2022,1,566.81,120,164,VCP-THE
AZU,GIG,BEL,2022,12,936.26,194,155,GIG-BEL
PAM,BEL,CWB,2022,2,506.82,175,89,BEL-CWB
GLO,SSA,BVB,2022,12,208.9,180,185,SSA-BVB
VBL,GRU,VCP,2024,3,323.83,168,65,GRU-VCP
PAM,SDU,JPA,2024,2,138.82,179,158,SDU-JPA
